"questionId","contentUnitId","secondaryDomainSignals","catalog","sceneId","sceneVersion","sceneContentHash","questionContentHash","openingGeometryHash","ageBand","domainId","domainName","conceptId","conceptName","domainConceptMappingMethod","learningObjective","objectiveSource","format","cognitiveDemand","reflectionType","contextZone","sourceSupport","reviewStatus","navigationExposure","changedCueGenuine","changedCueManuallyVerified","evidenceStrength","evidenceRationale"
"exp26-u9-010-q2","","","experimental-bank","exp26-u9-010","2","a2b3e880d9302094","05e1cdd666d7d9fc3a3d5c1fd5a32c8a0d7c0daa1a378f13e8caa5baa2e9ea6a","4c82da423717522c","U9","skating-movement","Skating & Movement","backward-transitions","Backward Transitions","explicit-scene-binding","Connect stated backward movement with seeing the approaching play.","authored-objective-field","choice","recall","n/a","unknown","[{""title"":""Hockey Canada: Skating Skill Development - The Skating Pathway"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/players/essentials/positions-skills/skating""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Connect stated backward movement with seeing the approaching play.” is taught through moving back while keeping the play in view; the opening check “Which way does the coach say YOU are moving?” makes that learner task explicit in this scene."
"exp26-u9-010-q3","","","experimental-bank","exp26-u9-010","2","a2b3e880d9302094","088c61b6917b588b623f55d8a8b2753fba2b5e56f44524ac9bdd7daa947291cf","4c82da423717522c","U9","skating-movement","Skating & Movement","backward-transitions","Backward Transitions","explicit-scene-binding","Connect stated backward movement with seeing the approaching play.","authored-objective-field","multi","apply","n/a","unknown","[{""title"":""Hockey Canada: Skating Skill Development - The Skating Pathway"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/players/essentials/positions-skills/skating""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Connect stated backward movement with seeing the approaching play.” is taught through moving back while keeping the play in view; the opening check “Which way does the coach say YOU are moving?” makes that learner task explicit in this scene."
"exp26-u9-010-q4","","","experimental-bank","exp26-u9-010","2","a2b3e880d9302094","8e89376b16dbc720fb4d58616ecf88678754869440eea61efcf48d8232fdd381","4c82da423717522c","U9","skating-movement","Skating & Movement","backward-transitions","Backward Transitions","explicit-scene-binding","Connect stated backward movement with seeing the approaching play.","authored-objective-field","position","apply-spatial","n/a","unknown","[{""title"":""Hockey Canada: Skating Skill Development - The Skating Pathway"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/players/essentials/positions-skills/skating""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Connect stated backward movement with seeing the approaching play.” is taught through moving back while keeping the play in view; the opening check “Which way does the coach say YOU are moving?” makes that learner task explicit in this scene."
"exp26-u9-010-q5","","","experimental-bank","exp26-u9-010","2","a2b3e880d9302094","d091f8c311110101812ffdcf3f7cd97ff7c7aef6cd851061318beb3977a06be9","4c82da423717522c","U9","skating-movement","Skating & Movement","backward-transitions","Backward Transitions","explicit-scene-binding","Connect stated backward movement with seeing the approaching play.","authored-objective-field","choice","apply","n/a","unknown","[{""title"":""Hockey Canada: Skating Skill Development - The Skating Pathway"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/players/essentials/positions-skills/skating""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Connect stated backward movement with seeing the approaching play.” is taught through moving back while keeping the play in view; the opening check “Which way does the coach say YOU are moving?” makes that learner task explicit in this scene."
"exp26-u9-010-q6","","","experimental-bank","exp26-u9-010","2","a2b3e880d9302094","91425b8368104a34fae9adb0fecc214a543bfab0ac25236aa225e33607b61f04","4c82da423717522c","U9","skating-movement","Skating & Movement","backward-transitions","Backward Transitions","explicit-scene-binding","Connect stated backward movement with seeing the approaching play.","authored-objective-field","explain","analyze","required","unknown","[{""title"":""Hockey Canada: Skating Skill Development - The Skating Pathway"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/players/essentials/positions-skills/skating""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Connect stated backward movement with seeing the approaching play.” is taught through moving back while keeping the play in view; the opening check “Which way does the coach say YOU are moving?” makes that learner task explicit in this scene."
"exp26-u9-010-q7","","","experimental-bank","exp26-u9-010","2","a2b3e880d9302094","392def03bc34b533951a24c7d3c8cc1c37ac07d2821552f7aac1e0cb2b53cf89","4c82da423717522c","U9","skating-movement","Skating & Movement","backward-transitions","Backward Transitions","explicit-scene-binding","Connect stated backward movement with seeing the approaching play.","authored-objective-field","choice","apply","n/a","unknown","[{""title"":""Hockey Canada: Skating Skill Development - The Skating Pathway"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/players/essentials/positions-skills/skating""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Connect stated backward movement with seeing the approaching play.” is taught through moving back while keeping the play in view; the opening check “Which way does the coach say YOU are moving?” makes that learner task explicit in this scene."
"exp26-u9-010-q8","","","experimental-bank","exp26-u9-010","2","a2b3e880d9302094","00794eacdae831e032cf0267cbca276d184f3149871d8fc556cd6c9de739ed83","4c82da423717522c","U9","skating-movement","Skating & Movement","backward-transitions","Backward Transitions","explicit-scene-binding","Connect stated backward movement with seeing the approaching play.","authored-objective-field","multi","apply","n/a","unknown","[{""title"":""Hockey Canada: Skating Skill Development - The Skating Pathway"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/players/essentials/positions-skills/skating""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Connect stated backward movement with seeing the approaching play.” is taught through moving back while keeping the play in view; the opening check “Which way does the coach say YOU are moving?” makes that learner task explicit in this scene."
"exp26-u9-010-q9","","","experimental-bank","exp26-u9-010","2","a2b3e880d9302094","af679a4bd988488ff541eda54ddca98f42106cbfd13a2a7d56a87f8b93d506a3","4c82da423717522c","U9","skating-movement","Skating & Movement","backward-transitions","Backward Transitions","explicit-scene-binding","Connect stated backward movement with seeing the approaching play.","authored-objective-field","position","apply-spatial","n/a","unknown","[{""title"":""Hockey Canada: Skating Skill Development - The Skating Pathway"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/players/essentials/positions-skills/skating""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Connect stated backward movement with seeing the approaching play.” is taught through moving back while keeping the play in view; the opening check “Which way does the coach say YOU are moving?” makes that learner task explicit in this scene."
"exp26-u9-010-q10","","","experimental-bank","exp26-u9-010","2","a2b3e880d9302094","0452afd1c88d1a9540d0f5cce47c5d46c7f1c19b16ff4b6074d4532b9ee04372","4c82da423717522c","U9","skating-movement","Skating & Movement","backward-transitions","Backward Transitions","explicit-scene-binding","Connect stated backward movement with seeing the approaching play.","authored-objective-field","explain","analyze","optional-reflection","unknown","[{""title"":""Hockey Canada: Skating Skill Development - The Skating Pathway"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/players/essentials/positions-skills/skating""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Connect stated backward movement with seeing the approaching play.” is taught through moving back while keeping the play in view; the opening check “Which way does the coach say YOU are moving?” makes that learner task explicit in this scene."
"exp26-u9-011-q1","","","experimental-bank","exp26-u9-011","2","27596fe4d37c1bec","b67a9058617408767012c4f0c4bd842aeee738544f83869aa68965d05402d95c","d6ef551862ff0fb0","U9","hockey-sense","Hockey Sense","reading-the-play","Reading The Play","explicit-scene-binding","Distinguish a pass attempt from completed reception.","authored-objective-field","choice","recall","n/a","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""}]","revised-and-rechecked","reachable-in-live-app","false","false","high","Scene binding: “Distinguish a pass attempt from completed reception.” is taught through recognition of the developing play; the opening check “Did the pass finish with YOU controlling it?” makes that learner task explicit in this scene."
"exp26-u9-011-q2","","","experimental-bank","exp26-u9-011","2","27596fe4d37c1bec","ae6eb6ded46a63aef25f8bce1942a0cf663913480b8923a51d47c6133f9e29dd","d6ef551862ff0fb0","U9","hockey-sense","Hockey Sense","reading-the-play","Reading The Play","explicit-scene-binding","Distinguish a pass attempt from completed reception.","authored-objective-field","multi","recall","n/a","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Distinguish a pass attempt from completed reception.” is taught through recognition of the developing play; the opening check “Did the pass finish with YOU controlling it?” makes that learner task explicit in this scene."
"exp26-u9-011-q3","","","experimental-bank","exp26-u9-011","2","27596fe4d37c1bec","3703f0b7a1a28c8a84e78124a01a19f1b75718fed93782d19dabc5c0e3da74ec","d6ef551862ff0fb0","U9","hockey-sense","Hockey Sense","reading-the-play","Reading The Play","explicit-scene-binding","Distinguish a pass attempt from completed reception.","authored-objective-field","sequence","apply-sequence","n/a","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Distinguish a pass attempt from completed reception.” is taught through recognition of the developing play; the opening check “Did the pass finish with YOU controlling it?” makes that learner task explicit in this scene."
"exp26-u9-011-q4","","","experimental-bank","exp26-u9-011","2","27596fe4d37c1bec","dcf045f3eb8b156268fb22dec1974c6dc2d3065cd56648bc427fce116fbcd4b8","d6ef551862ff0fb0","U9","hockey-sense","Hockey Sense","reading-the-play","Reading The Play","explicit-scene-binding","Distinguish a pass attempt from completed reception.","authored-objective-field","position","apply-spatial","n/a","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Distinguish a pass attempt from completed reception.” is taught through recognition of the developing play; the opening check “Did the pass finish with YOU controlling it?” makes that learner task explicit in this scene."
"exp26-u9-011-q5","","","experimental-bank","exp26-u9-011","2","27596fe4d37c1bec","d020bee726ccb5da966f1baeb71d6ebe7dd433038c24799f8ddcf9e00b0457e4","d6ef551862ff0fb0","U9","hockey-sense","Hockey Sense","reading-the-play","Reading The Play","explicit-scene-binding","Distinguish a pass attempt from completed reception.","authored-objective-field","choice","apply","n/a","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Distinguish a pass attempt from completed reception.” is taught through recognition of the developing play; the opening check “Did the pass finish with YOU controlling it?” makes that learner task explicit in this scene."
"exp26-u9-011-q6","","","experimental-bank","exp26-u9-011","2","27596fe4d37c1bec","3b8363840c7bc7f70509fa46b55c84bfe691d469daab13f2fafecf7a2dd77407","d6ef551862ff0fb0","U9","hockey-sense","Hockey Sense","reading-the-play","Reading The Play","explicit-scene-binding","Distinguish a pass attempt from completed reception.","authored-objective-field","explain","analyze","required","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""}]","revised-and-rechecked","reachable-in-live-app","false","false","high","Scene binding: “Distinguish a pass attempt from completed reception.” is taught through recognition of the developing play; the opening check “Did the pass finish with YOU controlling it?” makes that learner task explicit in this scene."
"exp26-u9-011-q7","","","experimental-bank","exp26-u9-011","2","27596fe4d37c1bec","0aa464684b462e529a9a495ca4c37dd071e53c695190d8d3e62d6f7dbf88854f","d6ef551862ff0fb0","U9","hockey-sense","Hockey Sense","reading-the-play","Reading The Play","explicit-scene-binding","Distinguish a pass attempt from completed reception.","authored-objective-field","multi","apply","n/a","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Distinguish a pass attempt from completed reception.” is taught through recognition of the developing play; the opening check “Did the pass finish with YOU controlling it?” makes that learner task explicit in this scene."
"exp26-u9-011-q8","","","experimental-bank","exp26-u9-011","2","27596fe4d37c1bec","cc68ae075961ccacd262f55c4db63c0254456edb9de8e7e698c2226dd44b70a3","d6ef551862ff0fb0","U9","hockey-sense","Hockey Sense","reading-the-play","Reading The Play","explicit-scene-binding","Distinguish a pass attempt from completed reception.","authored-objective-field","multi","recall","n/a","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Distinguish a pass attempt from completed reception.” is taught through recognition of the developing play; the opening check “Did the pass finish with YOU controlling it?” makes that learner task explicit in this scene."
"exp26-u9-011-q9","","","experimental-bank","exp26-u9-011","2","27596fe4d37c1bec","9495ed72fcb7e0fe6f70be2306c01a8654d800588cc4cabbe18c298c57ffef13","d6ef551862ff0fb0","U9","hockey-sense","Hockey Sense","reading-the-play","Reading The Play","explicit-scene-binding","Distinguish a pass attempt from completed reception.","authored-objective-field","position","apply-spatial","n/a","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Distinguish a pass attempt from completed reception.” is taught through recognition of the developing play; the opening check “Did the pass finish with YOU controlling it?” makes that learner task explicit in this scene."
"exp26-u9-011-q10","","","experimental-bank","exp26-u9-011","2","27596fe4d37c1bec","2c593125e7412e46fb7a8fe052b13e2f57c7d2c6935a7d61dc01928fcb916a55","d6ef551862ff0fb0","U9","hockey-sense","Hockey Sense","reading-the-play","Reading The Play","explicit-scene-binding","Distinguish a pass attempt from completed reception.","authored-objective-field","explain","analyze","optional-reflection","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: Fundamental skill development for Timbits U7 hockey"",""url"":""https://www.hockeycanada.ca/en-ca/hockey-programs/coaching/under-7/coaches/skills""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Distinguish a pass attempt from completed reception.” is taught through recognition of the developing play; the opening check “Did the pass finish with YOU controlling it?” makes that learner task explicit in this scene."
"exp26-u9-012-q1","","","experimental-bank","exp26-u9-012","2","152989c9db0f3c4f","2a0b7a16094b28835e2d1cd7662365131977539ae9d5005d550d5e87a0383a11","050580c2c7717cdf","U9","offensive-play","Offensive Play","off-puck-support-offense","Off Puck Support Offence","explicit-scene-binding","Notice concentrated pressure and offer a different support angle.","authored-objective-field","choice","recall","n/a","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: 7 Principles for Coaches: Puck Control"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-puck-control-2024-ncw""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Notice concentrated pressure and offer a different support angle.” is taught through finding a useful support angle away from the puck; the opening check “How many gold players are close to Navy2?” makes that learner task explicit in this scene."
"exp26-u9-012-q2","","","experimental-bank","exp26-u9-012","2","152989c9db0f3c4f","f1c46436a55551b9dff2f419af9b358293fd9b3602fb66d850a53bf2f48f1939","050580c2c7717cdf","U9","offensive-play","Offensive Play","off-puck-support-offense","Off Puck Support Offence","explicit-scene-binding","Notice concentrated pressure and offer a different support angle.","authored-objective-field","multi","recall","n/a","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: 7 Principles for Coaches: Puck Control"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-puck-control-2024-ncw""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Notice concentrated pressure and offer a different support angle.” is taught through finding a useful support angle away from the puck; the opening check “How many gold players are close to Navy2?” makes that learner task explicit in this scene."
"exp26-u9-012-q3","","","experimental-bank","exp26-u9-012","2","152989c9db0f3c4f","167b88991cb7cc637a4d59f665a733f393c099f3642e8bd30be61e1dd4f04d1c","050580c2c7717cdf","U9","offensive-play","Offensive Play","off-puck-support-offense","Off Puck Support Offence","explicit-scene-binding","Notice concentrated pressure and offer a different support angle.","authored-objective-field","position","apply-spatial","n/a","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: 7 Principles for Coaches: Puck Control"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-puck-control-2024-ncw""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Notice concentrated pressure and offer a different support angle.” is taught through finding a useful support angle away from the puck; the opening check “How many gold players are close to Navy2?” makes that learner task explicit in this scene."
"exp26-u9-012-q4","","","experimental-bank","exp26-u9-012","2","152989c9db0f3c4f","f6d5a3899c3a45eb9686a3a1d767eaa3fec2b2ee910de963ac4a36ae9bebb58a","050580c2c7717cdf","U9","offensive-play","Offensive Play","off-puck-support-offense","Off Puck Support Offence","explicit-scene-binding","Notice concentrated pressure and offer a different support angle.","authored-objective-field","sequence","apply-sequence","n/a","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: 7 Principles for Coaches: Puck Control"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-puck-control-2024-ncw""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Notice concentrated pressure and offer a different support angle.” is taught through finding a useful support angle away from the puck; the opening check “How many gold players are close to Navy2?” makes that learner task explicit in this scene."
"exp26-u9-012-q5","","","experimental-bank","exp26-u9-012","2","152989c9db0f3c4f","ac76c9ee3805fdabe7774e59e66fcf111800a5a034c3e308a956307af3619dd1","050580c2c7717cdf","U9","offensive-play","Offensive Play","off-puck-support-offense","Off Puck Support Offence","explicit-scene-binding","Notice concentrated pressure and offer a different support angle.","authored-objective-field","choice","apply","n/a","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: 7 Principles for Coaches: Puck Control"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-puck-control-2024-ncw""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Notice concentrated pressure and offer a different support angle.” is taught through finding a useful support angle away from the puck; the opening check “How many gold players are close to Navy2?” makes that learner task explicit in this scene."
"exp26-u9-012-q6","","","experimental-bank","exp26-u9-012","2","152989c9db0f3c4f","cbc2bcd7eb3840b0e801d93e9062fdfce373fd2621eb62b8c8ed8ca377853ff6","050580c2c7717cdf","U9","offensive-play","Offensive Play","off-puck-support-offense","Off Puck Support Offence","explicit-scene-binding","Notice concentrated pressure and offer a different support angle.","authored-objective-field","explain","analyze","required","unknown","[{""title"":""USA Hockey: Skill Progressions for Youth Hockey (2019)"",""url"":""https://cdn1.sportngin.com/attachments/document/0066/4690/Skill_Progression_Manual_19_FINAL.pdf""},{""title"":""Hockey Canada: 7 Principles for Coaches: Vision & Scanning"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-vision-scanning-2024-ncw""},{""title"":""Hockey Canada: 7 Principles for Coaches: Puck Control"",""url"":""https://www.hockeycanada.ca/en-ca/news/seven-coaching-principles-puck-control-2024-ncw""}]","no-open-ai-finding","reachable-in-live-app","false","false","high","Scene binding: “Notice concentrated pressure and offer a different support angle.” is taught through finding a useful support angle away from the puck; the opening check “How many gold players are close to Navy2?” makes that learner task explicit in this scene."
