"sceneId","questionId","age","topic","family","type","basis","prompt"
"exp26-u11-001","exp26-u11-001-q2","U11","Scanning","retrieval-scan","multi","coaching","Which two things would help YOU plan the pickup?"
"exp26-u11-001","exp26-u11-001-q3","U11","Scanning","retrieval-scan","sequence","coaching","Arrange this suggested retrieval plan."
"exp26-u11-001","exp26-u11-001-q4","U11","Scanning","retrieval-scan","position","coaching","Move YOU to an approach point that leaves a view toward F2."
"exp26-u11-001","exp26-u11-001-q5","U11","Scanning","retrieval-scan","choice","coaching","Suppose D1 closes the middle outlet before the pickup. What could YOU reconsider?"
"exp26-u11-001","exp26-u11-001-q6","U11","Scanning","retrieval-scan","explain","coaching","What would you want to see again just before touching this puck?"
"exp26-u11-001","exp26-u11-001-q7","U11","Scanning","retrieval-scan","choice","coaching","What should you say before reaching the wall-side puck?"
"exp26-u11-001","exp26-u11-001-q8","U11","Scanning","retrieval-scan","multi","coaching","Which two changes would make the first escape less useful?"
"exp26-u11-001","exp26-u11-001-q9","U11","Scanning","retrieval-scan","position","coaching","Move F2 to a middle support point that gives YOU a visible inside lane."
"exp26-u11-001","exp26-u11-001-q10","U11","Scanning","retrieval-scan","explain","coaching","D1 closes on the puck while F2 moves behind the defender. How could YOUR first action change?"
"exp26-u11-002","exp26-u11-002-q1","U11","Receiving","receive-scan","choice","scene","Who still owns the puck before the proposed pass?"
"exp26-u11-002","exp26-u11-002-q2","U11","Receiving","receive-scan","multi","coaching","Which information matters before YOU turn up ice?"
"exp26-u11-002","exp26-u11-002-q3","U11","Receiving","receive-scan","sequence","coaching","Order this receiving-and-next-read suggestion."
"exp26-u11-002","exp26-u11-002-q4","U11","Receiving","receive-scan","position","coaching","Move YOU to a receiving spot that separates you from D1."
"exp26-u11-002","exp26-u11-002-q5","U11","Receiving","receive-scan","choice","coaching","If D1 stays far back and the lane ahead remains open after reception, what becomes an option?"
"exp26-u11-002","exp26-u11-002-q6","U11","Receiving","receive-scan","explain","coaching","Why is facing the passer not enough information for this reception?"
"exp26-u11-002","exp26-u11-002-q7","U11","Receiving","receive-scan","choice","coaching","What should YOU learn before F1 releases the pass?"
"exp26-u11-002","exp26-u11-002-q8","U11","Receiving","receive-scan","multi","coaching","Which two signs support receiving away from D1?"
"exp26-u11-002","exp26-u11-002-q9","U11","Receiving","receive-scan","position","coaching","Move YOU to a shoulder that opens F1's lane and leaves D1 inside."
"exp26-u11-002","exp26-u11-002-q10","U11","Receiving","receive-scan","explain","coaching","D1 reaches your inside shoulder as the puck arrives. Explain the changed reception and next scan."
"exp26-u11-003","exp26-u11-003-q1","U11","Support","support-angle","choice","scene","Which player stands on the direct line between F1 and YOU?"
"exp26-u11-003","exp26-u11-003-q2","U11","Support","support-angle","multi","coaching","What could make your support more useful?"
"exp26-u11-003","exp26-u11-003-q3","U11","Support","support-angle","sequence","coaching","Arrange a simple re-offer routine."
"exp26-u11-003","exp26-u11-003-q4","U11","Support","support-angle","position","coaching","Move YOU away from D1’s current passing shadow."
"exp26-u11-003","exp26-u11-003-q5","U11","Support","support-angle","choice","coaching","Suppose D1 follows your new route. What is a useful next read?"
"exp26-u11-003","exp26-u11-003-q6","U11","Support","support-angle","explain","coaching","How would you tell the difference between “closer” and “more available” here?"
"exp26-u11-003","exp26-u11-003-q7","U11","Support","support-angle","choice","coaching","What is the useful communication after D1 blocks the first line?"
"exp26-u11-003","exp26-u11-003-q8","U11","Support","support-angle","multi","coaching","Which two responses could follow D1's reaction to your re-offer?"
"exp26-u11-003","exp26-u11-003-q9","U11","Support","support-angle","position","coaching","Move YOU across the blocked line into a visible support angle."
"exp26-u11-003","exp26-u11-003-q10","U11","Support","support-angle","explain","coaching","F1 carries while D1 follows you. Explain the value of your movement."
"exp26-u11-004","exp26-u11-004-q1","U11","Passing","pass-and-support","choice","scene","What changed when the stated pass finished?"
"exp26-u11-004","exp26-u11-004-q2","U11","Passing","pass-and-support","multi","coaching","Which choices keep YOU involved without owning the puck?"
"exp26-u11-004","exp26-u11-004-q3","U11","Passing","pass-and-support","sequence","coaching","Arrange this suggested continuation after reception."
"exp26-u11-004","exp26-u11-004-q4","U11","Passing","pass-and-support","position","coaching","Move YOU to offer a new return angle for F2."
"exp26-u11-004","exp26-u11-004-q5","U11","Passing","pass-and-support","choice","coaching","If F2 carries forward instead of returning the puck, what could YOU do?"
"exp26-u11-004","exp26-u11-004-q6","U11","Passing","pass-and-support","explain","coaching","What might your movement accomplish even if F2 never passes back?"
"exp26-u11-004","exp26-u11-004-q7","U11","Passing","pass-and-support","choice","coaching","After F2 receives, what should YOU communicate?"
"exp26-u11-004","exp26-u11-004-q8","U11","Passing","pass-and-support","multi","coaching","Which two details decide where to support F2?"
"exp26-u11-004","exp26-u11-004-q9","U11","Passing","pass-and-support","position","coaching","Move YOU to a support point outside the direct return lane between your old position and F2."
"exp26-u11-004","exp26-u11-004-q10","U11","Passing","pass-and-support","explain","coaching","F2 carries toward the middle and D1 turns with F2. What do you do next?"
"exp26-u11-005","exp26-u11-005-q1","U11","Support","reset-support","choice","scene","Which statement describes YOU’s starting position?"
"exp26-u11-005","exp26-u11-005-q2","U11","Support","reset-support","multi","coaching","What should a reset outlet try to provide?"
"exp26-u11-005","exp26-u11-005-q3","U11","Support","reset-support","sequence","coaching","Order this suggested support adjustment."
"exp26-u11-005","exp26-u11-005-q4","U11","Support","reset-support","position","coaching","Move YOU to an outlet behind F1 with space from D1."
"exp26-u11-005","exp26-u11-005-q5","U11","Support","reset-support","choice","coaching","Suppose D2 now moves into your reset lane. What would you reconsider?"
"exp26-u11-005","exp26-u11-005-q6","U11","Support","reset-support","explain","coaching","What would make a backward pass helpful rather than just giving up ground?"
"exp26-u11-005","exp26-u11-005-q7","U11","Support","reset-support","choice","coaching","Why offer space behind F1 in this picture?"
"exp26-u11-005","exp26-u11-005-q8","U11","Support","reset-support","multi","coaching","Which two updates could cancel the reset?"
"exp26-u11-005","exp26-u11-005-q9","U11","Support","reset-support","position","coaching","Move YOU behind F1 with separation from both defenders."
"exp26-u11-005","exp26-u11-005-q10","U11","Support","reset-support","explain","coaching","D2 closes the reset while F1 still has the puck. Explain the next read."
"exp26-u11-006","exp26-u11-006-q1","U11","Shooting","rebound-awareness","choice","scene","Where is the puck relative to the goalie at this freeze?"
"exp26-u11-006","exp26-u11-006-q2","U11","Shooting","rebound-awareness","multi","coaching","Which cues matter for your next approach?"
"exp26-u11-006","exp26-u11-006-q3","U11","Shooting","rebound-awareness","sequence","coaching","Arrange this suggested rebound-read routine."
"exp26-u11-006","exp26-u11-006-q4","U11","Shooting","rebound-awareness","position","coaching","Move YOU to show an approach toward the loose-puck side."
"exp26-u11-006","exp26-u11-006-q5","U11","Shooting","rebound-awareness","choice","coaching","If the goalie covers the puck before YOU arrive, what changes?"
"exp26-u11-006","exp26-u11-006-q6","U11","Shooting","rebound-awareness","explain","coaching","What extra information would you need before predicting a second shot?"
"exp26-u11-006","exp26-u11-006-q7","U11","Shooting","rebound-awareness","choice","coaching","What should YOU call while approaching the rebound?"
"exp26-u11-006","exp26-u11-006-q8","U11","Shooting","rebound-awareness","multi","coaching","Which two changes would alter the rebound plan?"
"exp26-u11-006","exp26-u11-006-q9","U11","Shooting","rebound-awareness","position","coaching","Move YOU toward the loose puck with a different approach from F1."
"exp26-u11-006","exp26-u11-006-q10","U11","Shooting","rebound-awareness","explain","coaching","The goalie covers the puck and the whistle stops play. What changes?"
"exp26-u11-007","exp26-u11-007-q1","U11","Puck control","puck-protection","choice","scene","Which shown player is the immediate opponent near YOU?"
"exp26-u11-007","exp26-u11-007-q2","U11","Puck control","puck-protection","multi","coaching","What would help preserve options during this carry?"
"exp26-u11-007","exp26-u11-007-q3","U11","Puck control","puck-protection","sequence","coaching","Arrange this suggested pressure response."
"exp26-u11-007","exp26-u11-007-q4","U11","Puck control","puck-protection","position","coaching","Move YOU to a possible holding spot away from D1’s current approach."
"exp26-u11-007","exp26-u11-007-q5","U11","Puck control","puck-protection","choice","coaching","If D1 follows toward the wall and F2’s lane opens, what becomes worth checking?"
"exp26-u11-007","exp26-u11-007-q6","U11","Puck control","puck-protection","explain","coaching","How could protecting the puck help F2 become useful?"
"exp26-u11-007","exp26-u11-007-q7","U11","Puck control","puck-protection","choice","coaching","What communication matches this protected carry?"
"exp26-u11-007","exp26-u11-007-q8","U11","Puck control","puck-protection","multi","coaching","Which two cues support holding the outside shoulder?"
"exp26-u11-007","exp26-u11-007-q9","U11","Puck control","puck-protection","position","coaching","Move YOU toward the outside while keeping F2 inside the picture."
"exp26-u11-007","exp26-u11-007-q10","U11","Puck control","puck-protection","explain","coaching","D1 follows outside and F2 opens. Explain the next decision."
"exp26-u11-008","exp26-u11-008-q1","U11","Puck control","change-of-pace","choice","scene","What can this neutral-zone freeze tell you directly?"
"exp26-u11-008","exp26-u11-008-q2","U11","Puck control","change-of-pace","multi","coaching","Which cues could change a carry decision?"
"exp26-u11-008","exp26-u11-008-q3","U11","Puck control","change-of-pace","sequence","coaching","Arrange this suggested open-space read."
"exp26-u11-008","exp26-u11-008-q4","U11","Puck control","change-of-pace","position","coaching","Move YOU into a possible next wide carrying position."
"exp26-u11-008","exp26-u11-008-q5","U11","Puck control","change-of-pace","choice","coaching","Suppose D1 turns and reaches the wide lane before you do. What could YOU change?"
"exp26-u11-008","exp26-u11-008-q6","U11","Puck control","change-of-pace","explain","coaching","What movement would you watch to decide whether to keep carrying?"
"exp26-u11-008","exp26-u11-008-q7","U11","Puck control","change-of-pace","choice","coaching","What would you tell F2 during the open carry?"
"exp26-u11-008","exp26-u11-008-q8","U11","Puck control","change-of-pace","multi","coaching","Which two updates should follow D1's turn?"
"exp26-u11-008","exp26-u11-008-q9","U11","Puck control","change-of-pace","position","coaching","Move YOU farther into the forward lane before D1 closes."
"exp26-u11-008","exp26-u11-008-q10","U11","Puck control","change-of-pace","explain","coaching","D1 reaches the wide lane. How do you keep the play alive?"
"exp26-u11-009","exp26-u11-009-q1","U11","Skating","evasive-route","choice","scene","Which teammate occupies the straight-ahead route from YOU?"
"exp26-u11-009","exp26-u11-009-q2","U11","Skating","evasive-route","multi","coaching","What belongs in this turning decision?"
"exp26-u11-009","exp26-u11-009-q3","U11","Skating","evasive-route","sequence","coaching","Arrange this suggested controlled-turn plan."
"exp26-u11-009","exp26-u11-009-q4","U11","Skating","evasive-route","position","coaching","Move YOU toward a possible turning space beside the traffic."
"exp26-u11-009","exp26-u11-009-q5","U11","Skating","evasive-route","choice","coaching","Suppose F2 moves toward that same outside space. What would help now?"
"exp26-u11-009","exp26-u11-009-q6","U11","Skating","evasive-route","explain","coaching","Why must a turning plan account for a teammate as well as D1?"
"exp26-u11-009","exp26-u11-009-q7","U11","Skating","evasive-route","choice","coaching","What should YOU communicate before turning?"
"exp26-u11-009","exp26-u11-009-q8","U11","Skating","evasive-route","multi","coaching","Which two changes would make the first turn poor?"
"exp26-u11-009","exp26-u11-009-q9","U11","Skating","evasive-route","position","coaching","Move YOU to a side-space entry that avoids F2 and D1."
"exp26-u11-009","exp26-u11-009-q10","U11","Skating","evasive-route","explain","coaching","F2 enters the side space as you begin turning. Explain your adjustment."
"exp26-u11-010","exp26-u11-010-q1","U11","Receiving","receiving-space","choice","scene","Which player is up ice of YOU, closer to the right net?"
"exp26-u11-010","exp26-u11-010-q2","U11","Receiving","receiving-space","multi","coaching","What would you check when choosing where to receive?"
"exp26-u11-010","exp26-u11-010-q3","U11","Receiving","receiving-space","sequence","coaching","Order this suggested reception routine."
"exp26-u11-010","exp26-u11-010-q4","U11","Receiving","receiving-space","position","coaching","Move YOU toward a receiving point with room away from D1."
"exp26-u11-010","exp26-u11-010-q5","U11","Receiving","receiving-space","choice","coaching","If the pass reaches behind YOU instead of the intended spot, what should the plan account for?"
"exp26-u11-010","exp26-u11-010-q6","U11","Receiving","receiving-space","explain","coaching","What could make receiving slightly wider useful in this picture?"
"exp26-u11-010","exp26-u11-010-q7","U11","Receiving","receiving-space","choice","coaching","What should F1 know about your receiving target?"
"exp26-u11-010","exp26-u11-010-q8","U11","Receiving","receiving-space","multi","coaching","Which two details support the wider reception?"
"exp26-u11-010","exp26-u11-010-q9","U11","Receiving","receiving-space","position","coaching","Move YOU to a wider receiving point on the neutral-zone side of D1."
"exp26-u11-010","exp26-u11-010-q10","U11","Receiving","receiving-space","explain","coaching","The puck arrives behind YOU. What do you say and do?"
"exp26-u11-011","exp26-u11-011-q1","U11","Passing","indirect-pass","choice","scene","What makes the direct half-wall pass difficult in this freeze?"
"exp26-u11-011","exp26-u11-011-q2","U11","Passing","indirect-pass","multi","coaching","Which details matter before trying an indirect wall pass?"
"exp26-u11-011","exp26-u11-011-q3","U11","Passing","indirect-pass","sequence","coaching","Arrange this suggested wall-pass planning routine."
"exp26-u11-011","exp26-u11-011-q4","U11","Passing","indirect-pass","position","coaching","Move YOU toward a possible receiving area along the half wall."
"exp26-u11-011","exp26-u11-011-q5","U11","Passing","indirect-pass","choice","coaching","Suppose D1 turns toward the boards before F1 releases. What should F1 and YOU revisit?"
"exp26-u11-011","exp26-u11-011-q6","U11","Passing","indirect-pass","explain","coaching","How is using the half wall different from simply passing through D1?"
"exp26-u11-011","exp26-u11-011-q7","U11","Passing","indirect-pass","choice","coaching","What should YOU communicate before the wall option?"
"exp26-u11-011","exp26-u11-011-q8","U11","Passing","indirect-pass","multi","coaching","Which two cues shape the bank point?"
"exp26-u11-011","exp26-u11-011-q9","U11","Passing","indirect-pass","position","coaching","Move YOU farther along the wall beyond D1."
"exp26-u11-011","exp26-u11-011-q10","U11","Passing","indirect-pass","explain","coaching","D1 turns to the wall before the pass. Explain what you recheck."
"exp26-u11-012","exp26-u11-012-q1","U11","Puck control","missed-reception","choice","scene","Which point should the recovery plan respond to?"
"exp26-u11-012","exp26-u11-012-q2","U11","Puck control","missed-reception","multi","coaching","Which questions would help YOU recover usefully?"
"exp26-u11-012","exp26-u11-012-q3","U11","Puck control","missed-reception","sequence","coaching","Arrange this suggested response to the missed pass."
"exp26-u11-012","exp26-u11-012-q4","U11","Puck control","missed-reception","position","coaching","Move YOU to show an approach toward the actual loose puck."
"exp26-u11-012","exp26-u11-012-q5","U11","Puck control","missed-reception","choice","coaching","If D1 reaches the puck first and controls it, what has changed?"
"exp26-u11-012","exp26-u11-012-q6","U11","Puck control","missed-reception","explain","coaching","What would you say to F1 after this miss to help the next play?"
"exp26-u11-012","exp26-u11-012-q7","U11","Puck control","missed-reception","choice","coaching","What should YOU tell F1 after the pass drifts?"
"exp26-u11-012","exp26-u11-012-q8","U11","Puck control","missed-reception","multi","coaching","Which two facts change the recovery route?"
"exp26-u11-012","exp26-u11-012-q9","U11","Puck control","missed-reception","position","coaching","Move YOU closer to the loose puck while checking D1."
"exp26-u11-012","exp26-u11-012-q10","U11","Puck control","missed-reception","explain","coaching","D1 reaches the puck first and gains control. How do you communicate the new job?"
"exp26-u11-013","exp26-u11-013-q1","U11","Shooting","slot-shot-lane","choice","scene","Who occupies the direct line from YOU through the slot to the goal?"
"exp26-u11-013","exp26-u11-013-q2","U11","Shooting","slot-shot-lane","multi","coaching","Which cues should be considered together?"
"exp26-u11-013","exp26-u11-013-q3","U11","Shooting","slot-shot-lane","sequence","coaching","Arrange this suggested high-slot decision routine."
"exp26-u11-013","exp26-u11-013-q4","U11","Shooting","slot-shot-lane","position","coaching","Move YOU toward a possible shooting angle away from D1’s current line."
"exp26-u11-013","exp26-u11-013-q5","U11","Shooting","slot-shot-lane","choice","coaching","If D1 moves toward F2 and the direct lane clears, what becomes worth reconsidering?"
"exp26-u11-013","exp26-u11-013-q6","U11","Shooting","slot-shot-lane","explain","coaching","Why might the slot and half wall offer different choices on this play?"
"exp26-u11-013","exp26-u11-013-q7","U11","Shooting","slot-shot-lane","choice","coaching","What should YOU call when D1 moves toward F2?"
"exp26-u11-013","exp26-u11-013-q8","U11","Shooting","slot-shot-lane","multi","coaching","Which two checks belong before using the opening?"
"exp26-u11-013","exp26-u11-013-q9","U11","Shooting","slot-shot-lane","position","coaching","Move YOU to a slight outside shooting angle with F2 visible."
"exp26-u11-013","exp26-u11-013-q10","U11","Shooting","slot-shot-lane","explain","coaching","D1 leaves the lane but F2 is covered. What is your next read?"
"exp26-u11-014","exp26-u11-014-q1","U11","Positioning","net-front-space","choice","scene","Which navy player stands directly between F1 and the goal?"
"exp26-u11-014","exp26-u11-014-q2","U11","Positioning","net-front-space","multi","coaching","Which questions could clarify your net-front role?"
"exp26-u11-014","exp26-u11-014-q3","U11","Positioning","net-front-space","sequence","coaching","Arrange this suggested spacing discussion."
"exp26-u11-014","exp26-u11-014-q4","U11","Positioning","net-front-space","position","coaching","Move YOU to a possible support spot beside the low-slot shooting line."
"exp26-u11-014","exp26-u11-014-q5","U11","Positioning","net-front-space","choice","coaching","If F1 decides to pass to YOU instead of shooting, what should you check next?"
"exp26-u11-014","exp26-u11-014-q6","U11","Positioning","net-front-space","explain","coaching","How could you explain “beside the shot lane” without saying “move to my dot”?"
"exp26-u11-014","exp26-u11-014-q7","U11","Positioning","net-front-space","choice","coaching","After moving beside the shooting lane, what could YOU communicate to F1?"
"exp26-u11-014","exp26-u11-014-q8","U11","Positioning","net-front-space","multi","coaching","Which two changes should make YOU reassess your support spot?"
"exp26-u11-014","exp26-u11-014-q9","U11","Positioning","net-front-space","position","coaching","Move YOU to a separate support angle beside the net-front lane."
"exp26-u11-014","exp26-u11-014-q10","U11","Positioning","net-front-space","explain","coaching","D1 follows you into the side space. How can F1 still use the movement?"
"exp26-u11-015","exp26-u11-015-q1","U11","Gap control","inside-gap","choice","scene","Which net are YOU protecting as the gold defender?"
"exp26-u11-015","exp26-u11-015-q2","U11","Gap control","inside-gap","multi","coaching","What should your gap decision relate?"
"exp26-u11-015","exp26-u11-015-q3","U11","Gap control","inside-gap","sequence","coaching","Arrange this suggested defensive read."
"exp26-u11-015","exp26-u11-015-q4","U11","Gap control","inside-gap","position","coaching","Move YOU to an example inside position between F1 and the middle."
"exp26-u11-015","exp26-u11-015-q5","U11","Gap control","inside-gap","choice","coaching","If F1 accelerates and begins to get beside YOU, what should you reconsider?"
"exp26-u11-015","exp26-u11-015-q6","U11","Gap control","inside-gap","explain","coaching","Why is there no single “correct gap number” in this picture?"
"exp26-u11-015","exp26-u11-015-q7","U11","Gap control","inside-gap","choice","coaching","What should YOU communicate while holding the inside gap?"
"exp26-u11-015","exp26-u11-015-q8","U11","Gap control","inside-gap","multi","coaching","Which two cues can require a new gap read?"
"exp26-u11-015","exp26-u11-015-q9","U11","Gap control","inside-gap","position","coaching","Move YOU to an inside net-side position with F1 ahead."
"exp26-u11-015","exp26-u11-015-q10","U11","Gap control","inside-gap","explain","coaching","F1 gets outside your starting gap. Explain the recovery choice."
"exp26-u11-016","exp26-u11-016-q1","U11","Angling","wide-angling","choice","scene","Compared with F1, where do YOU start across the rink width?"
"exp26-u11-016","exp26-u11-016-q2","U11","Angling","wide-angling","multi","coaching","What does an inside approach try to preserve here?"
"exp26-u11-016","exp26-u11-016-q3","U11","Angling","wide-angling","sequence","coaching","Arrange this suggested angling plan."
"exp26-u11-016","exp26-u11-016-q4","U11","Angling","wide-angling","position","coaching","Move YOU toward an approach that stays inside F1’s current wide route."
"exp26-u11-016","exp26-u11-016-q5","U11","Angling","wide-angling","choice","coaching","Suppose F1 turns back toward centre ice instead of driving the slot. What should YOU reassess?"
"exp26-u11-016","exp26-u11-016-q6","U11","Angling","wide-angling","explain","coaching","How could you describe an angling route using the slot and half wall?"
"exp26-u11-016","exp26-u11-016-q7","U11","Angling","wide-angling","choice","coaching","What could YOU tell your goalie about the inside angle?"
"exp26-u11-016","exp26-u11-016-q8","U11","Angling","wide-angling","multi","coaching","Which two cues change the angle?"
"exp26-u11-016","exp26-u11-016-q9","U11","Angling","wide-angling","position","coaching","Move YOU inside F1 while leaving the half-wall route visible."
"exp26-u11-016","exp26-u11-016-q10","U11","Angling","wide-angling","explain","coaching","F1 turns toward the middle. What do you re-read?"
"exp26-u11-017","exp26-u11-017-q1","U11","Skating","defensive-recovery","choice","scene","After the stated missed reach, which attacker has moved beyond YOU toward the right net?"
"exp26-u11-017","exp26-u11-017-q2","U11","Skating","defensive-recovery","multi","coaching","Which details should guide your recovery route now?"
"exp26-u11-017","exp26-u11-017-q3","U11","Skating","defensive-recovery","sequence","coaching","Order this suggested recovery response after the missed reach."
"exp26-u11-017","exp26-u11-017-q4","U11","Skating","defensive-recovery","position","coaching","Move YOU to an example recovery destination between the attack and the right net. Explain the route you would need to skate."
"exp26-u11-017","exp26-u11-017-q5","U11","Skating","defensive-recovery","choice","coaching","Suppose F1 then slows and turns toward the side boards while F2 drives the middle. What should update your read?"
"exp26-u11-017","exp26-u11-017-q6","U11","Skating","defensive-recovery","explain","coaching","Why is a second reach from behind sometimes less useful than recovering toward the net?"
"exp26-u11-017","exp26-u11-017-q7","U11","Skating","defensive-recovery","choice","coaching","What should YOU call after the missed reach?"
"exp26-u11-017","exp26-u11-017-q8","U11","Skating","defensive-recovery","multi","coaching","Which two cues shape your recovery?"
"exp26-u11-017","exp26-u11-017-q9","U11","Skating","defensive-recovery","position","coaching","Move YOU to the net-side space between F1 and the goal."
"exp26-u11-017","exp26-u11-017-q10","U11","Skating","defensive-recovery","explain","coaching","F1 slows at the boards while F2 drives middle. Explain the updated job."
"exp26-u11-018","exp26-u11-018-q1","U11","Backchecking","backcheck-assignment","choice","scene","Who is already assigned to the carrier in this practice rep?"
"exp26-u11-018","exp26-u11-018-q2","U11","Backchecking","backcheck-assignment","multi","coaching","Before choosing your backcheck route, what information belongs in the read?"
"exp26-u11-018","exp26-u11-018-q3","U11","Backchecking","backcheck-assignment","sequence","coaching","Arrange this suggested backcheck check-in."
"exp26-u11-018","exp26-u11-018-q4","U11","Backchecking","backcheck-assignment","position","coaching","Move YOU toward a useful defensive relationship with F2 and the right net. Multiple recovery spots may work."
"exp26-u11-018","exp26-u11-018-q5","U11","Backchecking","backcheck-assignment","choice","coaching","If D1 falls behind F1 and calls for help, how should YOU respond?"
"exp26-u11-018","exp26-u11-018-q6","U11","Backchecking","backcheck-assignment","explain","coaching","What would make your backcheck different from simply skating toward the puck?"
"exp26-u11-018","exp26-u11-018-q7","U11","Backchecking","backcheck-assignment","choice","coaching","What should YOU communicate on the backcheck?"
"exp26-u11-018","exp26-u11-018-q8","U11","Backchecking","backcheck-assignment","multi","coaching","Which two events can change your backcheck?"
"exp26-u11-018","exp26-u11-018-q9","U11","Backchecking","backcheck-assignment","position","coaching","Move YOU between F2 and the right net."
"exp26-u11-018","exp26-u11-018-q10","U11","Backchecking","backcheck-assignment","explain","coaching","D1 calls for help after falling behind F1. How do you choose?"
"exp26-u11-019","exp26-u11-019-q1","U11","Transition","turnover-transition","choice","scene","Which fact tells YOU that the previous attacking plan needs updating?"
"exp26-u11-019","exp26-u11-019-q2","U11","Transition","turnover-transition","multi","coaching","Which cues matter for YOU’s new job in this rep?"
"exp26-u11-019","exp26-u11-019-q3","U11","Transition","turnover-transition","sequence","coaching","Put this suggested turnover response in order."
"exp26-u11-019","exp26-u11-019-q4","U11","Transition","turnover-transition","position","coaching","Move navy YOU toward a recovery position on the left-net side of gold F2. Explain what you would watch while moving."
"exp26-u11-019","exp26-u11-019-q5","U11","Transition","turnover-transition","choice","coaching","Suppose D1 wins the puck back cleanly before F2 receives. What changes first?"
"exp26-u11-019","exp26-u11-019-q6","U11","Transition","turnover-transition","explain","coaching","Explain how the same skater can have two different jobs within a few seconds here."
"exp26-u11-019","exp26-u11-019-q7","U11","Transition","turnover-transition","choice","coaching","If D1 wins the puck back, what should YOU communicate?"
"exp26-u11-019","exp26-u11-019-q8","U11","Transition","turnover-transition","multi","coaching","Which two cues guide your defensive job after the turnover?"
"exp26-u11-019","exp26-u11-019-q9","U11","Transition","turnover-transition","position","coaching","Move YOU toward the left-net side of F2."
"exp26-u11-019","exp26-u11-019-q10","U11","Transition","turnover-transition","explain","coaching","After D1 regains possession, suppose gold F1 wins it back. What changes again?"
"exp26-u11-020","exp26-u11-020-q1","U11","Angling","forecheck-outlet","choice","scene","Which gold player is the possible outlet near the point, close to the blue line?"
"exp26-u11-020","exp26-u11-020-q2","U11","Angling","forecheck-outlet","multi","coaching","What should YOU check before accelerating at D1?"
"exp26-u11-020","exp26-u11-020-q3","U11","Angling","forecheck-outlet","sequence","coaching","Arrange this suggested forecheck read."
"exp26-u11-020","exp26-u11-020-q4","U11","Angling","forecheck-outlet","position","coaching","Move YOU to an example approach position between D1’s half-wall possession and D2’s point outlet."
"exp26-u11-020","exp26-u11-020-q5","U11","Angling","forecheck-outlet","choice","coaching","If D1 turns away from D2 and carries down toward the corner, what should YOU do with the original approach?"
"exp26-u11-020","exp26-u11-020-q6","U11","Angling","forecheck-outlet","explain","coaching","How does naming “half wall” and “point” help explain this forecheck?"
"exp26-u11-020","exp26-u11-020-q7","U11","Angling","forecheck-outlet","choice","coaching","What should YOU call before closing D1?"
"exp26-u11-020","exp26-u11-020-q8","U11","Angling","forecheck-outlet","multi","coaching","Which lane checks keep this forecheck approach honest?"
"exp26-u11-020","exp26-u11-020-q9","U11","Angling","forecheck-outlet","position","coaching","Move YOU toward D1 while keeping D2 visible."
"exp26-u11-020","exp26-u11-020-q10","U11","Angling","forecheck-outlet","explain","coaching","D1 turns away from D2. How should your approach change?"
"exp26-u11-021","exp26-u11-021-q1","U11","Attacking decisions","two-on-one-read","choice","scene","How many gold skaters, excluding the goalie, are shown defending this two-on-one?"
"exp26-u11-021","exp26-u11-021-q2","U11","Attacking decisions","two-on-one-read","multi","coaching","Which cues belong in the choice between continuing and passing across to F2?"
"exp26-u11-021","exp26-u11-021-q3","U11","Attacking decisions","two-on-one-read","sequence","coaching","Order this suggested carrier routine before choosing on the two-on-one."
"exp26-u11-021","exp26-u11-021-q4","U11","Attacking decisions","two-on-one-read","position","coaching","Move YOU to an example continued-carry position that keeps separation from F2. Discuss what would need to remain open."
"exp26-u11-021","exp26-u11-021-q5","U11","Attacking decisions","two-on-one-read","choice","coaching","Suppose D1 moves into YOU’s shooting line and the cross-ice route to a ready F2 becomes clear. Which option deserves a new look?"
"exp26-u11-021","exp26-u11-021-q6","U11","Attacking decisions","two-on-one-read","explain","coaching","Give one cue that would favor continuing with the puck and one that would favor passing across."
"exp26-u11-021","exp26-u11-021-q7","U11","Attacking decisions","two-on-one-read","choice","coaching","What should YOU communicate in this two-on-one?"
"exp26-u11-021","exp26-u11-021-q8","U11","Attacking decisions","two-on-one-read","multi","coaching","Which two events support passing across?"
"exp26-u11-021","exp26-u11-021-q9","U11","Attacking decisions","two-on-one-read","position","coaching","Move YOU to a possible carry point that keeps width from F2."
"exp26-u11-021","exp26-u11-021-q10","U11","Attacking decisions","two-on-one-read","explain","coaching","D1 stays centred and F2 remains covered. What does the carrier re-read?"
"exp26-u11-022","exp26-u11-022-q1","U11","Loose-puck support","faceoff-second-play","choice","scene","What is the puck’s current state after this faceoff?"
"exp26-u11-022","exp26-u11-022-q2","U11","Loose-puck support","faceoff-second-play","multi","coaching","What should YOU watch while offering a second-play option?"
"exp26-u11-022","exp26-u11-022-q3","U11","Loose-puck support","faceoff-second-play","sequence","coaching","Arrange this suggested after-faceoff support routine."
"exp26-u11-022","exp26-u11-022-q4","U11","Loose-puck support","faceoff-second-play","position","coaching","Move YOU into an example neutral-zone support space for a possible navy win. Leave room for the centre-ice contest."
"exp26-u11-022","exp26-u11-022-q5","U11","Loose-puck support","faceoff-second-play","choice","coaching","If gold C gains clean control instead, which update makes sense?"
"exp26-u11-022","exp26-u11-022-q6","U11","Loose-puck support","faceoff-second-play","explain","coaching","Why does “after the faceoff” still require a possession check?"
